entidad,inegi,año,municipio,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
mexico,15084,2014,temascalapa,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
mexico,15084,2015,temascalapa,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0
mexico,15084,2016,temascalapa,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
mexico,15084,2017,temascalapa,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0
mexico,15084,2018,temascalapa,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15084,2019,temascalapa,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15085,2011,temascalcingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15085,2012,temascalcingo,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15085,2013,temascalcingo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mexico,15085,2014,temascalcingo,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
mexico,15085,2015,temascalcingo,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15085,2016,temascalcingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15085,2017,temascalcingo,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
mexico,15085,2018,temascalcingo,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15085,2019,temascalcingo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
mexico,15086,2011,temascaltepec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15086,2012,temascaltepec,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15086,2013,temascaltepec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15086,2014,temascaltepec,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15086,2015,temascaltepec,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mexico,15086,2016,temascaltepec,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15086,2017,temascaltepec,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15086,2018,temascaltepec,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15086,2019,temascaltepec,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
mexico,15087,2011,temoaya,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
mexico,15087,2012,temoaya,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15087,2013,temoaya,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
mexico,15087,2014,temoaya,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
mexico,15087,2015,temoaya,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
mexico,15087,2016,temoaya,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
mexico,15087,2017,temoaya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15087,2018,temoaya,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,3.0
mexico,15087,2019,temoaya,2.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0
mexico,15088,2011,tenancingo,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
mexico,15088,2012,tenancingo,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0
mexico,15088,2013,tenancingo,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0
mexico,15088,2014,tenancingo,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mexico,15088,2015,tenancingo,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0
mexico,15088,2016,tenancingo,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0
mexico,15088,2017,tenancingo,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15088,2018,tenancingo,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
mexico,15088,2019,tenancingo,0.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,9.0
mexico,15089,2011,tenango del aire,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15089,2012,tenango del aire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15089,2013,tenango del aire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15089,2014,tenango del aire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15089,2015,tenango del aire,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
mexico,15089,2016,tenango del aire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15089,2017,tenango del aire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15089,2018,tenango del aire,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
mexico,15089,2019,tenango del aire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15090,2011,tenango del valle,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15090,2012,tenango del valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0
mexico,15090,2013,tenango del valle,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
mexico,15090,2014,tenango del valle,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
mexico,15090,2015,tenango del valle,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0
mexico,15090,2016,tenango del valle,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
mexico,15090,2017,tenango del valle,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0
mexico,15090,2018,tenango del valle,2.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0
mexico,15090,2019,tenango del valle,4.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0
mexico,15091,2011,teoloyucan,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
mexico,15091,2012,teoloyucan,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0
mexico,15091,2013,teoloyucan,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0
mexico,15091,2014,teoloyucan,1.0,4.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0
mexico,15091,2015,teoloyucan,4.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0
mexico,15091,2016,teoloyucan,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0
mexico,15091,2017,teoloyucan,2.0,3.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,9.0,3.0
mexico,15091,2018,teoloyucan,4.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,0.0,6.0,2.0,7.0
mexico,15091,2019,teoloyucan,9.0,5.0,3.0,1.0,6.0,0.0,5.0,11.0,1.0,5.0,5.0,4.0
mexico,15092,2011,teotihuacan,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15092,2012,teotihuacan,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
mexico,15092,2013,teotihuacan,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
mexico,15092,2014,teotihuacan,1.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0
mexico,15092,2015,teotihuacan,1.0,5.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0
mexico,15092,2016,teotihuacan,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0
mexico,15092,2017,teotihuacan,4.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0
mexico,15092,2018,teotihuacan,4.0,0.0,2.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0
mexico,15092,2019,teotihuacan,3.0,4.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0
mexico,15093,2011,tepetlaoxtoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15093,2012,tepetlaoxtoc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15093,2013,tepetlaoxtoc,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15093,2014,tepetlaoxtoc,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15093,2015,tepetlaoxtoc,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
mexico,15093,2016,tepetlaoxtoc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
mexico,15093,2017,tepetlaoxtoc,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
mexico,15093,2018,tepetlaoxtoc,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
mexico,15093,2019,tepetlaoxtoc,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
mexico,15094,2011,tepetlixpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15094,2012,tepetlixpa,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15094,2013,tepetlixpa,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15094,2014,tepetlixpa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
mexico,15094,2015,tepetlixpa,1.0,1.0,2.0,8.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15094,2016,tepetlixpa,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
mexico,15094,2017,tepetlixpa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15094,2018,tepetlixpa,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
mexico,15094,2019,tepetlixpa,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15095,2011,tepotzotlan,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
mexico,15095,2012,tepotzotlan,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,3.0
mexico,15095,2013,tepotzotlan,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0
mexico,15095,2014,tepotzotlan,2.0,1.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,1.0,4.0
mexico,15095,2015,tepotzotlan,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0
mexico,15095,2016,tepotzotlan,2.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0
mexico,15095,2017,tepotzotlan,0.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,3.0
mexico,15095,2018,tepotzotlan,1.0,3.0,1.0,7.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0
mexico,15095,2019,tepotzotlan,7.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0
mexico,15096,2011,tequixquiac,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
mexico,15096,2012,tequixquiac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15096,2013,tequixquiac,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15096,2014,tequixquiac,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15096,2015,tequixquiac,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
mexico,15096,2016,tequixquiac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15096,2017,tequixquiac,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
mexico,15096,2018,tequixquiac,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15096,2019,tequixquiac,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
mexico,15097,2011,texcaltitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2012,texcaltitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2013,texcaltitlan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15097,2014,texcaltitlan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2015,texcaltitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2016,texcaltitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15097,2017,texcaltitlan,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2018,texcaltitlan,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15097,2019,texcaltitlan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
mexico,15098,2011,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2012,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2013,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2014,texcalyacac,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15098,2015,texcalyacac,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2016,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2017,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2018,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15098,2019,texcalyacac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15099,2011,texcoco,1.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,5.0,1.0,1.0
mexico,15099,2012,texcoco,5.0,3.0,9.0,3.0,4.0,6.0,8.0,6.0,6.0,5.0,5.0,4.0
mexico,15099,2013,texcoco,7.0,10.0,9.0,11.0,10.0,6.0,10.0,5.0,5.0,1.0,3.0,0.0
mexico,15099,2014,texcoco,3.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,7.0,3.0,3.0,2.0
mexico,15099,2015,texcoco,7.0,6.0,3.0,2.0,7.0,5.0,4.0,1.0,3.0,9.0,5.0,5.0
mexico,15099,2016,texcoco,5.0,6.0,0.0,2.0,2.0,8.0,3.0,5.0,2.0,4.0,3.0,3.0
mexico,15099,2017,texcoco,2.0,2.0,1.0,9.0,6.0,5.0,8.0,5.0,7.0,3.0,6.0,11.0
mexico,15099,2018,texcoco,6.0,4.0,7.0,1.0,3.0,4.0,7.0,9.0,5.0,8.0,12.0,4.0
mexico,15099,2019,texcoco,6.0,4.0,9.0,7.0,6.0,6.0,5.0,12.0,6.0,10.0,7.0,3.0
mexico,15100,2011,tezoyuca,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15100,2012,tezoyuca,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0
mexico,15100,2013,tezoyuca,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
mexico,15100,2014,tezoyuca,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
mexico,15100,2015,tezoyuca,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
mexico,15100,2016,tezoyuca,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0
mexico,15100,2017,tezoyuca,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0
mexico,15100,2018,tezoyuca,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0
mexico,15100,2019,tezoyuca,1.0,1.0,0.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
mexico,15101,2011,tianguistenco,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15101,2012,tianguistenco,0.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
mexico,15101,2013,tianguistenco,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0
mexico,15101,2014,tianguistenco,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
mexico,15101,2015,tianguistenco,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
mexico,15101,2016,tianguistenco,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0
mexico,15101,2017,tianguistenco,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mexico,15101,2018,tianguistenco,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
mexico,15101,2019,tianguistenco,4.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
mexico,15102,2011,timilpan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2012,timilpan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2013,timilpan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2014,timilpan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15102,2015,timilpan,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2016,timilpan,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2017,timilpan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15102,2018,timilpan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15102,2019,timilpan,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15103,2011,tlalmanalco,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0
mexico,15103,2012,tlalmanalco,4.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0
mexico,15103,2013,tlalmanalco,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0
mexico,15103,2014,tlalmanalco,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0
mexico,15103,2015,tlalmanalco,1.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0
mexico,15103,2016,tlalmanalco,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
mexico,15103,2017,tlalmanalco,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
mexico,15103,2018,tlalmanalco,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0
mexico,15103,2019,tlalmanalco,4.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0
mexico,15104,2011,tlalnepantla de baz,3.0,5.0,8.0,4.0,4.0,6.0,2.0,7.0,10.0,3.0,5.0,12.0
mexico,15104,2012,tlalnepantla de baz,15.0,13.0,15.0,11.0,19.0,13.0,11.0,11.0,8.0,8.0,17.0,16.0
mexico,15104,2013,tlalnepantla de baz,13.0,18.0,14.0,20.0,18.0,28.0,28.0,12.0,29.0,32.0,28.0,21.0
mexico,15104,2014,tlalnepantla de baz,25.0,20.0,26.0,17.0,13.0,10.0,13.0,16.0,12.0,20.0,8.0,22.0
mexico,15104,2015,tlalnepantla de baz,14.0,11.0,19.0,14.0,25.0,20.0,9.0,18.0,25.0,22.0,18.0,19.0
mexico,15104,2016,tlalnepantla de baz,17.0,12.0,11.0,22.0,21.0,13.0,14.0,27.0,15.0,18.0,19.0,19.0
mexico,15104,2017,tlalnepantla de baz,19.0,15.0,16.0,12.0,12.0,21.0,10.0,19.0,21.0,28.0,18.0,20.0
mexico,15104,2018,tlalnepantla de baz,18.0,10.0,9.0,14.0,21.0,16.0,17.0,13.0,18.0,14.0,14.0,23.0
mexico,15104,2019,tlalnepantla de baz,23.0,13.0,22.0,20.0,12.0,13.0,9.0,25.0,18.0,16.0,28.0,21.0
mexico,15105,2011,tlatlaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15105,2012,tlatlaya,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15105,2013,tlatlaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15105,2014,tlatlaya,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15105,2015,tlatlaya,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15105,2016,tlatlaya,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mexico,15105,2017,tlatlaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15105,2018,tlatlaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15105,2019,tlatlaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15106,2011,toluca,8.0,10.0,4.0,6.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0
mexico,15106,2012,toluca,13.0,5.0,7.0,15.0,16.0,22.0,22.0,28.0,10.0,12.0,14.0,17.0
mexico,15106,2013,toluca,21.0,11.0,23.0,19.0,27.0,11.0,16.0,30.0,29.0,19.0,20.0,14.0
mexico,15106,2014,toluca,12.0,12.0,7.0,19.0,13.0,11.0,14.0,14.0,10.0,7.0,6.0,11.0
mexico,15106,2015,toluca,8.0,8.0,18.0,18.0,17.0,10.0,13.0,7.0,10.0,20.0,13.0,15.0
mexico,15106,2016,toluca,14.0,20.0,21.0,10.0,16.0,11.0,16.0,15.0,22.0,25.0,19.0,22.0
mexico,15106,2017,toluca,16.0,16.0,10.0,11.0,16.0,13.0,7.0,9.0,22.0,16.0,23.0,15.0
mexico,15106,2018,toluca,19.0,17.0,15.0,21.0,16.0,7.0,12.0,21.0,17.0,24.0,16.0,16.0
mexico,15106,2019,toluca,20.0,23.0,27.0,22.0,33.0,25.0,28.0,28.0,34.0,35.0,29.0,46.0
mexico,15107,2011,tonatico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15107,2012,tonatico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15107,2013,tonatico,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15107,2014,tonatico,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15107,2015,tonatico,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15107,2016,tonatico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15107,2017,tonatico,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
mexico,15107,2018,tonatico,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
mexico,15107,2019,tonatico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15108,2011,tultepec,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
