entidad,inegi,año,municipio,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
mexico,15036,2016,hueypoxtla,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0
mexico,15036,2017,hueypoxtla,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0
mexico,15036,2018,hueypoxtla,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0
mexico,15036,2019,hueypoxtla,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
mexico,15037,2011,huixquilucan,0.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0
mexico,15037,2012,huixquilucan,2.0,1.0,7.0,4.0,4.0,3.0,7.0,2.0,0.0,5.0,3.0,5.0
mexico,15037,2013,huixquilucan,2.0,4.0,3.0,8.0,5.0,3.0,6.0,6.0,3.0,9.0,1.0,4.0
mexico,15037,2014,huixquilucan,4.0,2.0,11.0,5.0,1.0,3.0,3.0,4.0,6.0,2.0,1.0,2.0
mexico,15037,2015,huixquilucan,4.0,5.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,1.0,2.0,4.0
mexico,15037,2016,huixquilucan,4.0,7.0,6.0,8.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,7.0
mexico,15037,2017,huixquilucan,3.0,0.0,3.0,5.0,3.0,7.0,3.0,7.0,6.0,3.0,3.0,2.0
mexico,15037,2018,huixquilucan,4.0,1.0,1.0,5.0,4.0,5.0,8.0,9.0,6.0,4.0,8.0,6.0
mexico,15037,2019,huixquilucan,3.0,2.0,3.0,7.0,3.0,2.0,9.0,8.0,7.0,6.0,4.0,7.0
mexico,15038,2011,isidro fabela,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2012,isidro fabela,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2013,isidro fabela,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2014,isidro fabela,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15038,2015,isidro fabela,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15038,2016,isidro fabela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15038,2017,isidro fabela,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
mexico,15038,2018,isidro fabela,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
mexico,15038,2019,isidro fabela,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15039,2011,ixtapaluca,3.0,2.0,2.0,1.0,3.0,9.0,2.0,8.0,9.0,4.0,5.0,3.0
mexico,15039,2012,ixtapaluca,8.0,7.0,7.0,10.0,10.0,10.0,5.0,13.0,8.0,8.0,7.0,3.0
mexico,15039,2013,ixtapaluca,4.0,5.0,7.0,3.0,6.0,6.0,5.0,3.0,4.0,3.0,1.0,3.0
mexico,15039,2014,ixtapaluca,4.0,6.0,2.0,7.0,6.0,6.0,7.0,3.0,4.0,7.0,7.0,1.0
mexico,15039,2015,ixtapaluca,6.0,11.0,7.0,15.0,11.0,11.0,10.0,10.0,11.0,5.0,11.0,12.0
mexico,15039,2016,ixtapaluca,9.0,11.0,10.0,6.0,6.0,13.0,9.0,9.0,5.0,14.0,12.0,13.0
mexico,15039,2017,ixtapaluca,3.0,7.0,9.0,8.0,12.0,10.0,14.0,8.0,6.0,9.0,6.0,5.0
mexico,15039,2018,ixtapaluca,6.0,4.0,9.0,4.0,8.0,4.0,12.0,5.0,11.0,10.0,14.0,6.0
mexico,15039,2019,ixtapaluca,10.0,7.0,9.0,19.0,17.0,10.0,9.0,12.0,9.0,9.0,6.0,7.0
mexico,15040,2011,ixtapan de la sal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
mexico,15040,2012,ixtapan de la sal,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
mexico,15040,2013,ixtapan de la sal,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
mexico,15040,2014,ixtapan de la sal,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
mexico,15040,2015,ixtapan de la sal,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
mexico,15040,2016,ixtapan de la sal,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
mexico,15040,2017,ixtapan de la sal,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
mexico,15040,2018,ixtapan de la sal,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0
mexico,15040,2019,ixtapan de la sal,0.0,3.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,3.0,2.0,3.0
mexico,15041,2011,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15041,2012,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2013,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15041,2014,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2015,ixtapan del oro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2016,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2017,ixtapan del oro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15041,2018,ixtapan del oro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
mexico,15041,2019,ixtapan del oro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
mexico,15042,2011,ixtlahuaca,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15042,2012,ixtlahuaca,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
mexico,15042,2013,ixtlahuaca,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
mexico,15042,2014,ixtlahuaca,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
mexico,15042,2015,ixtlahuaca,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15042,2016,ixtlahuaca,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mexico,15042,2017,ixtlahuaca,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15042,2018,ixtlahuaca,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
mexico,15042,2019,ixtlahuaca,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
mexico,15043,2011,xalatlaco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2012,xalatlaco,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
mexico,15043,2013,xalatlaco,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2014,xalatlaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
mexico,15043,2015,xalatlaco,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15043,2016,xalatlaco,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
mexico,15043,2017,xalatlaco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15043,2018,xalatlaco,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
mexico,15043,2019,xalatlaco,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
mexico,15044,2011,jaltenco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15044,2012,jaltenco,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15044,2013,jaltenco,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15044,2014,jaltenco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15044,2015,jaltenco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15044,2016,jaltenco,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
mexico,15044,2017,jaltenco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
mexico,15044,2018,jaltenco,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
mexico,15044,2019,jaltenco,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
mexico,15045,2011,jilotepec,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15045,2012,jilotepec,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0
mexico,15045,2013,jilotepec,3.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0
mexico,15045,2014,jilotepec,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
mexico,15045,2015,jilotepec,1.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0
mexico,15045,2016,jilotepec,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15045,2017,jilotepec,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15045,2018,jilotepec,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
mexico,15045,2019,jilotepec,1.0,0.0,1.0,0.0,3.0,3.0,1.0,6.0,3.0,1.0,2.0,2.0
mexico,15046,2011,jilotzingo,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15046,2012,jilotzingo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15046,2013,jilotzingo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
mexico,15046,2014,jilotzingo,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15046,2015,jilotzingo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
mexico,15046,2016,jilotzingo,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0
mexico,15046,2017,jilotzingo,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
mexico,15046,2018,jilotzingo,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
mexico,15046,2019,jilotzingo,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0
mexico,15047,2011,jiquipilco,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15047,2012,jiquipilco,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
mexico,15047,2013,jiquipilco,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15047,2014,jiquipilco,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15047,2015,jiquipilco,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15047,2016,jiquipilco,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
mexico,15047,2017,jiquipilco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15047,2018,jiquipilco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
mexico,15047,2019,jiquipilco,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
mexico,15048,2011,jocotitlan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15048,2012,jocotitlan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
mexico,15048,2013,jocotitlan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15048,2014,jocotitlan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15048,2015,jocotitlan,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15048,2016,jocotitlan,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
mexico,15048,2017,jocotitlan,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0
mexico,15048,2018,jocotitlan,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
mexico,15048,2019,jocotitlan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
mexico,15049,2011,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2012,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2013,joquicingo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15049,2014,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2015,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2016,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mexico,15049,2017,joquicingo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2018,joquicingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15049,2019,joquicingo,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
mexico,15050,2011,juchitepec,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
mexico,15050,2012,juchitepec,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15050,2013,juchitepec,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
mexico,15050,2014,juchitepec,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15050,2015,juchitepec,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
mexico,15050,2016,juchitepec,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
mexico,15050,2017,juchitepec,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mexico,15050,2018,juchitepec,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
mexico,15050,2019,juchitepec,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15051,2011,lerma,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15051,2012,lerma,3.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0
mexico,15051,2013,lerma,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,1.0
mexico,15051,2014,lerma,2.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,11.0,3.0
mexico,15051,2015,lerma,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0
mexico,15051,2016,lerma,2.0,0.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,0.0
mexico,15051,2017,lerma,1.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0
mexico,15051,2018,lerma,0.0,3.0,4.0,6.0,3.0,2.0,2.0,6.0,6.0,2.0,6.0,0.0
mexico,15051,2019,lerma,3.0,3.0,7.0,3.0,2.0,4.0,7.0,6.0,4.0,4.0,6.0,6.0
mexico,15052,2011,malinalco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15052,2012,malinalco,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15052,2013,malinalco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15052,2014,malinalco,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
mexico,15052,2015,malinalco,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15052,2016,malinalco,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0
mexico,15052,2017,malinalco,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15052,2018,malinalco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
mexico,15052,2019,malinalco,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0
mexico,15053,2011,melchor ocampo,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15053,2012,melchor ocampo,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
mexico,15053,2013,melchor ocampo,0.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
mexico,15053,2014,melchor ocampo,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
mexico,15053,2015,melchor ocampo,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
mexico,15053,2016,melchor ocampo,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
mexico,15053,2017,melchor ocampo,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
mexico,15053,2018,melchor ocampo,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
mexico,15053,2019,melchor ocampo,0.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0
mexico,15054,2011,metepec,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
mexico,15054,2012,metepec,3.0,1.0,6.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0
mexico,15054,2013,metepec,1.0,0.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0
mexico,15054,2014,metepec,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0
mexico,15054,2015,metepec,5.0,2.0,0.0,3.0,9.0,6.0,6.0,4.0,5.0,2.0,4.0,2.0
mexico,15054,2016,metepec,3.0,1.0,0.0,1.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0
mexico,15054,2017,metepec,0.0,2.0,0.0,4.0,7.0,2.0,3.0,2.0,2.0,8.0,1.0,4.0
mexico,15054,2018,metepec,3.0,8.0,4.0,5.0,9.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0
mexico,15054,2019,metepec,6.0,2.0,5.0,8.0,4.0,10.0,3.0,2.0,10.0,5.0,6.0,11.0
mexico,15055,2011,mexicaltzingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15055,2012,mexicaltzingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mexico,15055,2013,mexicaltzingo,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15055,2014,mexicaltzingo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
mexico,15055,2015,mexicaltzingo,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15055,2016,mexicaltzingo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15055,2017,mexicaltzingo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15055,2018,mexicaltzingo,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mexico,15055,2019,mexicaltzingo,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mexico,15056,2011,morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mexico,15056,2012,morelos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15056,2013,morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15056,2014,morelos,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
mexico,15056,2015,morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15056,2016,morelos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15056,2017,morelos,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15056,2018,morelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mexico,15056,2019,morelos,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,15057,2011,naucalpan de juarez,7.0,8.0,6.0,6.0,11.0,9.0,9.0,4.0,12.0,5.0,15.0,21.0
mexico,15057,2012,naucalpan de juarez,21.0,13.0,22.0,16.0,20.0,9.0,21.0,18.0,20.0,20.0,31.0,28.0
mexico,15057,2013,naucalpan de juarez,24.0,19.0,25.0,26.0,19.0,24.0,27.0,26.0,25.0,30.0,28.0,21.0
mexico,15057,2014,naucalpan de juarez,31.0,14.0,19.0,15.0,13.0,11.0,19.0,11.0,17.0,20.0,12.0,7.0
mexico,15057,2015,naucalpan de juarez,18.0,9.0,12.0,12.0,12.0,16.0,12.0,15.0,14.0,15.0,17.0,20.0
mexico,15057,2016,naucalpan de juarez,16.0,14.0,17.0,13.0,22.0,12.0,15.0,12.0,23.0,18.0,15.0,13.0
mexico,15057,2017,naucalpan de juarez,15.0,8.0,15.0,17.0,24.0,15.0,9.0,22.0,15.0,17.0,14.0,17.0
mexico,15057,2018,naucalpan de juarez,19.0,11.0,10.0,15.0,22.0,18.0,16.0,19.0,25.0,16.0,17.0,19.0
mexico,15057,2019,naucalpan de juarez,22.0,17.0,24.0,20.0,14.0,19.0,37.0,25.0,35.0,36.0,37.0,17.0
mexico,15058,2011,nezahualcoyotl,12.0,13.0,3.0,7.0,14.0,23.0,11.0,11.0,9.0,18.0,16.0,0.0
mexico,15058,2012,nezahualcoyotl,28.0,28.0,17.0,19.0,24.0,34.0,20.0,35.0,15.0,15.0,9.0,21.0
mexico,15058,2013,nezahualcoyotl,22.0,32.0,23.0,23.0,15.0,24.0,49.0,30.0,49.0,32.0,25.0,25.0
mexico,15058,2014,nezahualcoyotl,26.0,26.0,20.0,29.0,20.0,23.0,19.0,12.0,14.0,16.0,13.0,16.0
mexico,15058,2015,nezahualcoyotl,20.0,23.0,26.0,23.0,26.0,26.0,26.0,18.0,31.0,19.0,13.0,22.0
mexico,15058,2016,nezahualcoyotl,25.0,19.0,24.0,29.0,20.0,12.0,15.0,18.0,22.0,17.0,14.0,18.0
mexico,15058,2017,nezahualcoyotl,20.0,12.0,21.0,23.0,25.0,17.0,20.0,23.0,14.0,16.0,21.0,16.0
mexico,15058,2018,nezahualcoyotl,16.0,25.0,25.0,20.0,12.0,25.0,28.0,31.0,21.0,28.0,26.0,31.0
mexico,15058,2019,nezahualcoyotl,34.0,24.0,28.0,14.0,23.0,27.0,21.0,20.0,21.0,29.0,18.0,16.0
mexico,15059,2011,nextlalpan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
mexico,15059,2012,nextlalpan,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
mexico,15059,2013,nextlalpan,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
mexico,15059,2014,nextlalpan,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
mexico,15059,2015,nextlalpan,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0
mexico,15059,2016,nextlalpan,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0
mexico,15059,2017,nextlalpan,2.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
mexico,15059,2018,nextlalpan,2.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,2.0
mexico,15059,2019,nextlalpan,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
mexico,15060,2011,nicolas romero,0.0,1.0,0.0,4.0,0.0,4.0,1.0,3.0,3.0,4.0,3.0,0.0
mexico,15060,2012,nicolas romero,5.0,6.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,6.0,4.0
mexico,15060,2013,nicolas romero,3.0,7.0,1.0,3.0,7.0,5.0,6.0,6.0,4.0,7.0,5.0,12.0
