entidad,inegi,año,municipio,month,crimes,xmonth,pop,educ,crime_pc
morelos,17028,2011,xochitepec,mayo,4.0,5,73539,9.15,5.43929071649057
morelos,17028,2012,xochitepec,mayo,1.0,17,73539,9.15,1.3598226791226424
morelos,17028,2013,xochitepec,mayo,0.0,29,73539,9.15,0.0
morelos,17028,2014,xochitepec,mayo,0.0,41,73539,9.15,0.0
morelos,17028,2015,xochitepec,mayo,3.0,53,73539,9.15,4.079468037367928
morelos,17028,2016,xochitepec,mayo,5.0,65,73539,9.15,6.799113395613213
morelos,17028,2017,xochitepec,mayo,2.0,77,73539,9.15,2.719645358245285
morelos,17028,2018,xochitepec,mayo,3.0,89,73539,9.15,4.079468037367928
morelos,17028,2019,xochitepec,mayo,3.0,101,73539,9.15,4.079468037367928
morelos,17029,2011,yautepec,mayo,0.0,5,105780,9.35,0.0
morelos,17029,2012,yautepec,mayo,2.0,17,105780,9.35,1.8907165815844207
morelos,17029,2013,yautepec,mayo,2.0,29,105780,9.35,1.8907165815844207
morelos,17029,2014,yautepec,mayo,1.0,41,105780,9.35,0.9453582907922103
morelos,17029,2015,yautepec,mayo,3.0,53,105780,9.35,2.836074872376631
morelos,17029,2016,yautepec,mayo,7.0,65,105780,9.35,6.617508035545472
morelos,17029,2017,yautepec,mayo,4.0,77,105780,9.35,3.7814331631688414
morelos,17029,2018,yautepec,mayo,3.0,89,105780,9.35,2.836074872376631
morelos,17029,2019,yautepec,mayo,2.0,101,105780,9.35,1.8907165815844207
morelos,17030,2011,yecapixtla,mayo,0.0,5,56083,8.92,0.0
morelos,17030,2012,yecapixtla,mayo,1.0,17,56083,8.92,1.783071518998627
morelos,17030,2013,yecapixtla,mayo,1.0,29,56083,8.92,1.783071518998627
morelos,17030,2014,yecapixtla,mayo,1.0,41,56083,8.92,1.783071518998627
morelos,17030,2015,yecapixtla,mayo,0.0,53,56083,8.92,0.0
morelos,17030,2016,yecapixtla,mayo,3.0,65,56083,8.92,5.349214556995881
morelos,17030,2017,yecapixtla,mayo,1.0,77,56083,8.92,1.783071518998627
morelos,17030,2018,yecapixtla,mayo,2.0,89,56083,8.92,3.566143037997254
morelos,17030,2019,yecapixtla,mayo,3.0,101,56083,8.92,5.349214556995881
morelos,17031,2011,zacatepec,mayo,0.0,5,36094,10.37,0.0
morelos,17031,2012,zacatepec,mayo,0.0,17,36094,10.37,0.0
morelos,17031,2013,zacatepec,mayo,1.0,29,36094,10.37,2.7705435806505236
morelos,17031,2014,zacatepec,mayo,1.0,41,36094,10.37,2.7705435806505236
morelos,17031,2015,zacatepec,mayo,0.0,53,36094,10.37,0.0
morelos,17031,2016,zacatepec,mayo,0.0,65,36094,10.37,0.0
morelos,17031,2017,zacatepec,mayo,1.0,77,36094,10.37,2.7705435806505236
morelos,17031,2018,zacatepec,mayo,1.0,89,36094,10.37,2.7705435806505236
morelos,17031,2019,zacatepec,mayo,1.0,101,36094,10.37,2.7705435806505236
morelos,17032,2011,zacualpan,mayo,0.0,5,9965,9.53,0.0
morelos,17032,2012,zacualpan,mayo,1.0,17,9965,9.53,10.035122930255897
morelos,17032,2013,zacualpan,mayo,0.0,29,9965,9.53,0.0
morelos,17032,2014,zacualpan,mayo,0.0,41,9965,9.53,0.0
morelos,17032,2015,zacualpan,mayo,0.0,53,9965,9.53,0.0
morelos,17032,2016,zacualpan,mayo,0.0,65,9965,9.53,0.0
morelos,17032,2017,zacualpan,mayo,0.0,77,9965,9.53,0.0
morelos,17032,2018,zacualpan,mayo,0.0,89,9965,9.53,0.0
morelos,17032,2019,zacualpan,mayo,0.0,101,9965,9.53,0.0
morelos,17033,2011,temoac,mayo,0.0,5,16574,8.86,0.0
morelos,17033,2012,temoac,mayo,0.0,17,16574,8.86,0.0
morelos,17033,2013,temoac,mayo,0.0,29,16574,8.86,0.0
morelos,17033,2014,temoac,mayo,0.0,41,16574,8.86,0.0
morelos,17033,2015,temoac,mayo,0.0,53,16574,8.86,0.0
morelos,17033,2016,temoac,mayo,0.0,65,16574,8.86,0.0
morelos,17033,2017,temoac,mayo,0.0,77,16574,8.86,0.0
morelos,17033,2018,temoac,mayo,0.0,89,16574,8.86,0.0
morelos,17033,2019,temoac,mayo,0.0,101,16574,8.86,0.0
nayarit,18001,2011,acaponeta,mayo,6.0,5,37232,9.37,16.11516974645466
nayarit,18001,2012,acaponeta,mayo,1.0,17,37232,9.37,2.6858616244091107
nayarit,18001,2013,acaponeta,mayo,1.0,29,37232,9.37,2.6858616244091107
nayarit,18001,2014,acaponeta,mayo,0.0,41,37232,9.37,0.0
nayarit,18001,2015,acaponeta,mayo,2.0,53,37232,9.37,5.371723248818221
nayarit,18001,2016,acaponeta,mayo,0.0,65,37232,9.37,0.0
nayarit,18001,2017,acaponeta,mayo,0.0,77,37232,9.37,0.0
nayarit,18001,2018,acaponeta,mayo,1.0,89,37232,9.37,2.6858616244091107
nayarit,18001,2019,acaponeta,mayo,0.0,101,37232,9.37,0.0
nayarit,18002,2011,ahuacatlan,mayo,1.0,5,15393,9.11,6.496459429610862
nayarit,18002,2012,ahuacatlan,mayo,0.0,17,15393,9.11,0.0
nayarit,18002,2013,ahuacatlan,mayo,0.0,29,15393,9.11,0.0
nayarit,18002,2014,ahuacatlan,mayo,1.0,41,15393,9.11,6.496459429610862
nayarit,18002,2015,ahuacatlan,mayo,0.0,53,15393,9.11,0.0
nayarit,18002,2016,ahuacatlan,mayo,0.0,65,15393,9.11,0.0
nayarit,18002,2017,ahuacatlan,mayo,0.0,77,15393,9.11,0.0
nayarit,18002,2018,ahuacatlan,mayo,0.0,89,15393,9.11,0.0
nayarit,18002,2019,ahuacatlan,mayo,0.0,101,15393,9.11,0.0
nayarit,18003,2011,amatlan de canas,mayo,0.0,5,11536,8.16,0.0
nayarit,18003,2012,amatlan de canas,mayo,1.0,17,11536,8.16,8.668515950069349
nayarit,18003,2013,amatlan de canas,mayo,0.0,29,11536,8.16,0.0
nayarit,18003,2014,amatlan de canas,mayo,1.0,41,11536,8.16,8.668515950069349
nayarit,18003,2015,amatlan de canas,mayo,0.0,53,11536,8.16,0.0
nayarit,18003,2016,amatlan de canas,mayo,0.0,65,11536,8.16,0.0
nayarit,18003,2017,amatlan de canas,mayo,0.0,77,11536,8.16,0.0
nayarit,18003,2018,amatlan de canas,mayo,0.0,89,11536,8.16,0.0
nayarit,18003,2019,amatlan de canas,mayo,1.0,101,11536,8.16,8.668515950069349
nayarit,18004,2011,compostela,mayo,0.0,5,77436,8.61,0.0
nayarit,18004,2012,compostela,mayo,3.0,17,77436,8.61,3.8741670540833724
nayarit,18004,2013,compostela,mayo,0.0,29,77436,8.61,0.0
nayarit,18004,2014,compostela,mayo,1.0,41,77436,8.61,1.2913890180277907
nayarit,18004,2015,compostela,mayo,0.0,53,77436,8.61,0.0
nayarit,18004,2016,compostela,mayo,0.0,65,77436,8.61,0.0
nayarit,18004,2017,compostela,mayo,1.0,77,77436,8.61,1.2913890180277907
nayarit,18004,2018,compostela,mayo,0.0,89,77436,8.61,0.0
nayarit,18004,2019,compostela,mayo,3.0,101,77436,8.61,3.8741670540833724
nayarit,18005,2011,huajicori,mayo,4.0,5,12230,7.89,32.70645952575634
nayarit,18005,2012,huajicori,mayo,2.0,17,12230,7.89,16.35322976287817
nayarit,18005,2013,huajicori,mayo,0.0,29,12230,7.89,0.0
nayarit,18005,2014,huajicori,mayo,0.0,41,12230,7.89,0.0
nayarit,18005,2015,huajicori,mayo,0.0,53,12230,7.89,0.0
nayarit,18005,2016,huajicori,mayo,0.0,65,12230,7.89,0.0
nayarit,18005,2017,huajicori,mayo,0.0,77,12230,7.89,0.0
nayarit,18005,2018,huajicori,mayo,3.0,89,12230,7.89,24.529844644317254
nayarit,18005,2019,huajicori,mayo,1.0,101,12230,7.89,8.176614881439084
nayarit,18006,2011,ixtlan del rio,mayo,0.0,5,29299,9.4,0.0
nayarit,18006,2012,ixtlan del rio,mayo,0.0,17,29299,9.4,0.0
nayarit,18006,2013,ixtlan del rio,mayo,0.0,29,29299,9.4,0.0
nayarit,18006,2014,ixtlan del rio,mayo,0.0,41,29299,9.4,0.0
nayarit,18006,2015,ixtlan del rio,mayo,0.0,53,29299,9.4,0.0
nayarit,18006,2016,ixtlan del rio,mayo,0.0,65,29299,9.4,0.0
nayarit,18006,2017,ixtlan del rio,mayo,0.0,77,29299,9.4,0.0
nayarit,18006,2018,ixtlan del rio,mayo,0.0,89,29299,9.4,0.0
nayarit,18006,2019,ixtlan del rio,mayo,0.0,101,29299,9.4,0.0
nayarit,18007,2011,jala,mayo,0.0,5,19321,8.88,0.0
nayarit,18007,2012,jala,mayo,0.0,17,19321,8.88,0.0
nayarit,18007,2013,jala,mayo,1.0,29,19321,8.88,5.175715542673775
nayarit,18007,2014,jala,mayo,0.0,41,19321,8.88,0.0
nayarit,18007,2015,jala,mayo,0.0,53,19321,8.88,0.0
nayarit,18007,2016,jala,mayo,0.0,65,19321,8.88,0.0
nayarit,18007,2017,jala,mayo,0.0,77,19321,8.88,0.0
nayarit,18007,2018,jala,mayo,0.0,89,19321,8.88,0.0
nayarit,18007,2019,jala,mayo,0.0,101,19321,8.88,0.0
nayarit,18008,2011,xalisco,mayo,1.0,5,65229,10.82,1.5330604485734871
nayarit,18008,2012,xalisco,mayo,1.0,17,65229,10.82,1.5330604485734871
nayarit,18008,2013,xalisco,mayo,2.0,29,65229,10.82,3.0661208971469742
nayarit,18008,2014,xalisco,mayo,3.0,41,65229,10.82,4.599181345720462
nayarit,18008,2015,xalisco,mayo,0.0,53,65229,10.82,0.0
nayarit,18008,2016,xalisco,mayo,0.0,65,65229,10.82,0.0
nayarit,18008,2017,xalisco,mayo,1.0,77,65229,10.82,1.5330604485734871
nayarit,18008,2018,xalisco,mayo,2.0,89,65229,10.82,3.0661208971469742
nayarit,18008,2019,xalisco,mayo,1.0,101,65229,10.82,1.5330604485734871
nayarit,18009,2011,del nayar,mayo,2.0,5,47550,5.72,4.206098843322819
nayarit,18009,2012,del nayar,mayo,6.0,17,47550,5.72,12.618296529968456
nayarit,18009,2013,del nayar,mayo,2.0,29,47550,5.72,4.206098843322819
nayarit,18009,2014,del nayar,mayo,0.0,41,47550,5.72,0.0
nayarit,18009,2015,del nayar,mayo,0.0,53,47550,5.72,0.0
nayarit,18009,2016,del nayar,mayo,0.0,65,47550,5.72,0.0
nayarit,18009,2017,del nayar,mayo,2.0,77,47550,5.72,4.206098843322819
nayarit,18009,2018,del nayar,mayo,2.0,89,47550,5.72,4.206098843322819
nayarit,18009,2019,del nayar,mayo,2.0,101,47550,5.72,4.206098843322819
nayarit,18010,2011,rosamorada,mayo,0.0,5,33567,8.31,0.0
nayarit,18010,2012,rosamorada,mayo,1.0,17,33567,8.31,2.9791163940775167
nayarit,18010,2013,rosamorada,mayo,1.0,29,33567,8.31,2.9791163940775167
nayarit,18010,2014,rosamorada,mayo,0.0,41,33567,8.31,0.0
nayarit,18010,2015,rosamorada,mayo,0.0,53,33567,8.31,0.0
nayarit,18010,2016,rosamorada,mayo,0.0,65,33567,8.31,0.0
nayarit,18010,2017,rosamorada,mayo,0.0,77,33567,8.31,0.0
nayarit,18010,2018,rosamorada,mayo,0.0,89,33567,8.31,0.0
nayarit,18010,2019,rosamorada,mayo,1.0,101,33567,8.31,2.9791163940775167
nayarit,18011,2011,ruiz,mayo,6.0,5,24096,8.5,24.900398406374503
nayarit,18011,2012,ruiz,mayo,2.0,17,24096,8.5,8.300132802124834
nayarit,18011,2013,ruiz,mayo,3.0,29,24096,8.5,12.450199203187251
nayarit,18011,2014,ruiz,mayo,3.0,41,24096,8.5,12.450199203187251
nayarit,18011,2015,ruiz,mayo,0.0,53,24096,8.5,0.0
nayarit,18011,2016,ruiz,mayo,0.0,65,24096,8.5,0.0
nayarit,18011,2017,ruiz,mayo,0.0,77,24096,8.5,0.0
nayarit,18011,2018,ruiz,mayo,3.0,89,24096,8.5,12.450199203187251
nayarit,18011,2019,ruiz,mayo,0.0,101,24096,8.5,0.0
nayarit,18012,2011,san blas,mayo,2.0,5,41518,8.16,4.817187725805675
nayarit,18012,2012,san blas,mayo,0.0,17,41518,8.16,0.0
nayarit,18012,2013,san blas,mayo,0.0,29,41518,8.16,0.0
nayarit,18012,2014,san blas,mayo,0.0,41,41518,8.16,0.0
nayarit,18012,2015,san blas,mayo,0.0,53,41518,8.16,0.0
nayarit,18012,2016,san blas,mayo,0.0,65,41518,8.16,0.0
nayarit,18012,2017,san blas,mayo,0.0,77,41518,8.16,0.0
nayarit,18012,2018,san blas,mayo,0.0,89,41518,8.16,0.0
nayarit,18012,2019,san blas,mayo,0.0,101,41518,8.16,0.0
nayarit,18013,2011,san pedro lagunillas,mayo,0.0,5,7683,8.37,0.0
nayarit,18013,2012,san pedro lagunillas,mayo,0.0,17,7683,8.37,0.0
nayarit,18013,2013,san pedro lagunillas,mayo,0.0,29,7683,8.37,0.0
nayarit,18013,2014,san pedro lagunillas,mayo,0.0,41,7683,8.37,0.0
nayarit,18013,2015,san pedro lagunillas,mayo,0.0,53,7683,8.37,0.0
nayarit,18013,2016,san pedro lagunillas,mayo,0.0,65,7683,8.37,0.0
nayarit,18013,2017,san pedro lagunillas,mayo,0.0,77,7683,8.37,0.0
nayarit,18013,2018,san pedro lagunillas,mayo,0.0,89,7683,8.37,0.0
nayarit,18013,2019,san pedro lagunillas,mayo,0.0,101,7683,8.37,0.0
nayarit,18014,2011,santa maria del oro,mayo,1.0,5,24911,8.21,4.01429087551684
nayarit,18014,2012,santa maria del oro,mayo,0.0,17,24911,8.21,0.0
nayarit,18014,2013,santa maria del oro,mayo,0.0,29,24911,8.21,0.0
nayarit,18014,2014,santa maria del oro,mayo,0.0,41,24911,8.21,0.0
nayarit,18014,2015,santa maria del oro,mayo,0.0,53,24911,8.21,0.0
nayarit,18014,2016,santa maria del oro,mayo,0.0,65,24911,8.21,0.0
nayarit,18014,2017,santa maria del oro,mayo,0.0,77,24911,8.21,0.0
nayarit,18014,2018,santa maria del oro,mayo,1.0,89,24911,8.21,4.01429087551684
nayarit,18014,2019,santa maria del oro,mayo,0.0,101,24911,8.21,0.0
nayarit,18015,2011,santiago ixcuintla,mayo,4.0,5,93981,8.4,4.256179440525212
nayarit,18015,2012,santiago ixcuintla,mayo,0.0,17,93981,8.4,0.0
nayarit,18015,2013,santiago ixcuintla,mayo,0.0,29,93981,8.4,0.0
nayarit,18015,2014,santiago ixcuintla,mayo,0.0,41,93981,8.4,0.0
nayarit,18015,2015,santiago ixcuintla,mayo,0.0,53,93981,8.4,0.0
nayarit,18015,2016,santiago ixcuintla,mayo,0.0,65,93981,8.4,0.0
nayarit,18015,2017,santiago ixcuintla,mayo,0.0,77,93981,8.4,0.0
nayarit,18015,2018,santiago ixcuintla,mayo,2.0,89,93981,8.4,2.128089720262606
nayarit,18015,2019,santiago ixcuintla,mayo,0.0,101,93981,8.4,0.0
nayarit,18016,2011,tecuala,mayo,1.0,5,37135,8.79,2.6928773394371888
nayarit,18016,2012,tecuala,mayo,2.0,17,37135,8.79,5.3857546788743775
nayarit,18016,2013,tecuala,mayo,0.0,29,37135,8.79,0.0
nayarit,18016,2014,tecuala,mayo,1.0,41,37135,8.79,2.6928773394371888
nayarit,18016,2015,tecuala,mayo,0.0,53,37135,8.79,0.0
nayarit,18016,2016,tecuala,mayo,0.0,65,37135,8.79,0.0
nayarit,18016,2017,tecuala,mayo,0.0,77,37135,8.79,0.0
nayarit,18016,2018,tecuala,mayo,2.0,89,37135,8.79,5.3857546788743775
nayarit,18016,2019,tecuala,mayo,0.0,101,37135,8.79,0.0
nayarit,18017,2011,tepic,mayo,15.0,5,425924,11.17,3.5217550548924224
nayarit,18017,2012,tepic,mayo,1.0,17,425924,11.17,0.23478367032616146
nayarit,18017,2013,tepic,mayo,3.0,29,425924,11.17,0.7043510109784844
nayarit,18017,2014,tepic,mayo,3.0,41,425924,11.17,0.7043510109784844
nayarit,18017,2015,tepic,mayo,2.0,53,425924,11.17,0.4695673406523229
nayarit,18017,2016,tepic,mayo,2.0,65,425924,11.17,0.4695673406523229
nayarit,18017,2017,tepic,mayo,6.0,77,425924,11.17,1.4087020219569688
nayarit,18017,2018,tepic,mayo,16.0,89,425924,11.17,3.7565387252185833
nayarit,18017,2019,tepic,mayo,6.0,101,425924,11.17,1.4087020219569688
nayarit,18018,2011,tuxpan,mayo,2.0,5,30064,9.24,6.652474720596062
nayarit,18018,2012,tuxpan,mayo,0.0,17,30064,9.24,0.0
nayarit,18018,2013,tuxpan,mayo,1.0,29,30064,9.24,3.326237360298031
nayarit,18018,2014,tuxpan,mayo,0.0,41,30064,9.24,0.0
nayarit,18018,2015,tuxpan,mayo,0.0,53,30064,9.24,0.0
nayarit,18018,2016,tuxpan,mayo,0.0,65,30064,9.24,0.0
nayarit,18018,2017,tuxpan,mayo,0.0,77,30064,9.24,0.0
nayarit,18018,2018,tuxpan,mayo,0.0,89,30064,9.24,0.0
nayarit,18018,2019,tuxpan,mayo,0.0,101,30064,9.24,0.0
nayarit,18019,2011,la yesca,mayo,0.0,5,13719,6.64,0.0
nayarit,18019,2012,la yesca,mayo,0.0,17,13719,6.64,0.0
nayarit,18019,2013,la yesca,mayo,0.0,29,13719,6.64,0.0
nayarit,18019,2014,la yesca,mayo,0.0,41,13719,6.64,0.0
nayarit,18019,2015,la yesca,mayo,0.0,53,13719,6.64,0.0
nayarit,18019,2016,la yesca,mayo,0.0,65,13719,6.64,0.0
nayarit,18019,2017,la yesca,mayo,0.0,77,13719,6.64,0.0
nayarit,18019,2018,la yesca,mayo,0.0,89,13719,6.64,0.0
nayarit,18019,2019,la yesca,mayo,0.0,101,13719,6.64,0.0
nayarit,18020,2011,bahia de banderas,mayo,1.0,5,187632,9.85,0.5329581308092436
nayarit,18020,2012,bahia de banderas,mayo,3.0,17,187632,9.85,1.5988743924277309
nayarit,18020,2013,bahia de banderas,mayo,1.0,29,187632,9.85,0.5329581308092436
nayarit,18020,2014,bahia de banderas,mayo,0.0,41,187632,9.85,0.0
nayarit,18020,2015,bahia de banderas,mayo,0.0,53,187632,9.85,0.0
nayarit,18020,2016,bahia de banderas,mayo,0.0,65,187632,9.85,0.0
nayarit,18020,2017,bahia de banderas,mayo,0.0,77,187632,9.85,0.0
nayarit,18020,2018,bahia de banderas,mayo,2.0,89,187632,9.85,1.0659162616184872
nayarit,18020,2019,bahia de banderas,mayo,3.0,101,187632,9.85,1.5988743924277309
jalisco,14023,2011,zapotlan el grande,junio,1.0,6,115141,10.55,0.8685003604276496
jalisco,14023,2012,zapotlan el grande,junio,4.0,18,115141,10.55,3.474001441710598
jalisco,14023,2013,zapotlan el grande,junio,0.0,30,115141,10.55,0.0
jalisco,14023,2014,zapotlan el grande,junio,1.0,42,115141,10.55,0.8685003604276496
jalisco,14023,2015,zapotlan el grande,junio,1.0,54,115141,10.55,0.8685003604276496
jalisco,14023,2016,zapotlan el grande,junio,0.0,66,115141,10.55,0.0
jalisco,14023,2017,zapotlan el grande,junio,7.0,78,115141,10.55,6.079502522993547
jalisco,14023,2018,zapotlan el grande,junio,1.0,90,115141,10.55,0.8685003604276496
jalisco,14023,2019,zapotlan el grande,junio,3.0,102,115141,10.55,2.6055010812829487
jalisco,14039,2011,guadalajara,junio,27.0,6,1385629,10.96,1.9485735359176228
jalisco,14039,2012,guadalajara,junio,25.0,18,1385629,10.96,1.8042347554792804
jalisco,14039,2013,guadalajara,junio,26.0,30,1385629,10.96,1.8764041456984517
jalisco,14039,2014,guadalajara,junio,22.0,42,1385629,10.96,1.5877265848217668
jalisco,14039,2015,guadalajara,junio,38.0,54,1385629,10.96,2.7424368283285063
jalisco,14039,2016,guadalajara,junio,32.0,66,1385629,10.96,2.309420487013479
jalisco,14039,2017,guadalajara,junio,21.0,78,1385629,10.96,1.5155571946025956
jalisco,14039,2018,guadalajara,junio,50.0,90,1385629,10.96,3.6084695109585607
jalisco,14039,2019,guadalajara,junio,47.0,102,1385629,10.96,3.391961340301047
jalisco,14053,2011,lagos de moreno,junio,5.0,6,172403,8.94,2.9001815513651157
jalisco,14053,2012,lagos de moreno,junio,5.0,18,172403,8.94,2.9001815513651157
jalisco,14053,2013,lagos de moreno,junio,2.0,30,172403,8.94,1.1600726205460463
jalisco,14053,2014,lagos de moreno,junio,5.0,42,172403,8.94,2.9001815513651157
jalisco,14053,2015,lagos de moreno,junio,2.0,54,172403,8.94,1.1600726205460463
jalisco,14053,2016,lagos de moreno,junio,0.0,66,172403,8.94,0.0
jalisco,14053,2017,lagos de moreno,junio,6.0,78,172403,8.94,3.4802178616381387
jalisco,14053,2018,lagos de moreno,junio,6.0,90,172403,8.94,3.4802178616381387
jalisco,14053,2019,lagos de moreno,junio,7.0,102,172403,8.94,4.060254171911161
jalisco,14063,2011,ocotlan,junio,2.0,6,106050,9.42,1.8859028760018859
jalisco,14063,2012,ocotlan,junio,1.0,18,106050,9.42,0.9429514380009429
jalisco,14063,2013,ocotlan,junio,0.0,30,106050,9.42,0.0
jalisco,14063,2014,ocotlan,junio,0.0,42,106050,9.42,0.0
jalisco,14063,2015,ocotlan,junio,3.0,54,106050,9.42,2.828854314002829
jalisco,14063,2016,ocotlan,junio,2.0,66,106050,9.42,1.8859028760018859
jalisco,14063,2017,ocotlan,junio,0.0,78,106050,9.42,0.0
jalisco,14063,2018,ocotlan,junio,0.0,90,106050,9.42,0.0
jalisco,14063,2019,ocotlan,junio,2.0,102,106050,9.42,1.8859028760018859
jalisco,14067,2011,puerto vallarta,junio,9.0,6,291839,10.31,3.0838921460120132
jalisco,14067,2012,puerto vallarta,junio,7.0,18,291839,10.31,2.398582780231566
jalisco,14067,2013,puerto vallarta,junio,11.0,30,291839,10.31,3.769201511792461
jalisco,14067,2014,puerto vallarta,junio,1.0,42,291839,10.31,0.3426546828902237
jalisco,14067,2015,puerto vallarta,junio,6.0,54,291839,10.31,2.0559280973413423
jalisco,14067,2016,puerto vallarta,junio,3.0,66,291839,10.31,1.0279640486706711
jalisco,14067,2017,puerto vallarta,junio,6.0,78,291839,10.31,2.0559280973413423
jalisco,14067,2018,puerto vallarta,junio,8.0,90,291839,10.31,2.7412374631217897
jalisco,14067,2019,puerto vallarta,junio,3.0,102,291839,10.31,1.0279640486706711
jalisco,14070,2011,el salto,junio,2.0,6,232852,8.92,0.8589146754161442
jalisco,14070,2012,el salto,junio,3.0,18,232852,8.92,1.2883720131242162
jalisco,14070,2013,el salto,junio,4.0,30,232852,8.92,1.7178293508322884
jalisco,14070,2014,el salto,junio,5.0,42,232852,8.92,2.1472866885403605
jalisco,14070,2015,el salto,junio,0.0,54,232852,8.92,0.0
jalisco,14070,2016,el salto,junio,7.0,66,232852,8.92,3.0062013639565044
jalisco,14070,2017,el salto,junio,3.0,78,232852,8.92,1.2883720131242162
jalisco,14070,2018,el salto,junio,6.0,90,232852,8.92,2.5767440262484325
jalisco,14070,2019,el salto,junio,17.0,102,232852,8.92,7.300774741037225
jalisco,14093,2011,tepatitlan de morelos,junio,1.0,6,150190,8.84,0.6658232904987016
jalisco,14093,2012,tepatitlan de morelos,junio,5.0,18,150190,8.84,3.329116452493508
jalisco,14093,2013,tepatitlan de morelos,junio,0.0,30,150190,8.84,0.0
jalisco,14093,2014,tepatitlan de morelos,junio,1.0,42,150190,8.84,0.6658232904987016
jalisco,14093,2015,tepatitlan de morelos,junio,2.0,54,150190,8.84,1.3316465809974032
jalisco,14093,2016,tepatitlan de morelos,junio,2.0,66,150190,8.84,1.3316465809974032
jalisco,14093,2017,tepatitlan de morelos,junio,2.0,78,150190,8.84,1.3316465809974032
jalisco,14093,2018,tepatitlan de morelos,junio,1.0,90,150190,8.84,0.6658232904987016
jalisco,14093,2019,tepatitlan de morelos,junio,2.0,102,150190,8.84,1.3316465809974032
jalisco,14097,2011,tlajomulco de zuniga,junio,7.0,6,727750,10.11,0.9618687736173136
jalisco,14097,2012,tlajomulco de zuniga,junio,3.0,18,727750,10.11,0.4122294744074202
jalisco,14097,2013,tlajomulco de zuniga,junio,4.0,30,727750,10.11,0.5496392992098935
jalisco,14097,2014,tlajomulco de zuniga,junio,5.0,42,727750,10.11,0.6870491240123668
jalisco,14097,2015,tlajomulco de zuniga,junio,15.0,54,727750,10.11,2.0611473720371003
jalisco,14097,2016,tlajomulco de zuniga,junio,10.0,66,727750,10.11,1.3740982480247337
jalisco,14097,2017,tlajomulco de zuniga,junio,12.0,78,727750,10.11,1.6489178976296808
jalisco,14097,2018,tlajomulco de zuniga,junio,24.0,90,727750,10.11,3.2978357952593615
jalisco,14097,2019,tlajomulco de zuniga,junio,33.0,102,727750,10.11,4.5345242184816215
jalisco,14098,2011,tlaquepaque,junio,12.0,6,687127,10.18,1.746402047947468
jalisco,14098,2012,tlaquepaque,junio,17.0,18,687127,10.18,2.47406956792558
jalisco,14098,2013,tlaquepaque,junio,14.0,30,687127,10.18,2.037469055938713
jalisco,14098,2014,tlaquepaque,junio,18.0,42,687127,10.18,2.6196030719212025
jalisco,14098,2015,tlaquepaque,junio,11.0,54,687127,10.18,1.6008685439518457
jalisco,14098,2016,tlaquepaque,junio,11.0,66,687127,10.18,1.6008685439518457
jalisco,14098,2017,tlaquepaque,junio,14.0,78,687127,10.18,2.037469055938713
jalisco,14098,2018,tlaquepaque,junio,25.0,90,687127,10.18,3.638337599890559
jalisco,14098,2019,tlaquepaque,junio,36.0,102,687127,10.18,5.239206143842405
jalisco,14101,2011,tonala,junio,8.0,6,569913,9.75,1.4037230243914423
jalisco,14101,2012,tonala,junio,12.0,18,569913,9.75,2.105584536587163
jalisco,14101,2013,tonala,junio,8.0,30,569913,9.75,1.4037230243914423
jalisco,14101,2014,tonala,junio,6.0,42,569913,9.75,1.0527922682935815
jalisco,14101,2015,tonala,junio,11.0,54,569913,9.75,1.9301191585382331
jalisco,14101,2016,tonala,junio,11.0,66,569913,9.75,1.9301191585382331
jalisco,14101,2017,tonala,junio,16.0,78,569913,9.75,2.8074460487828845
jalisco,14101,2018,tonala,junio,16.0,90,569913,9.75,2.8074460487828845
jalisco,14101,2019,tonala,junio,17.0,102,569913,9.75,2.982911426831815
jalisco,14120,2011,zapopan,junio,31.0,6,1476491,11.47,2.099572567662112
jalisco,14120,2012,zapopan,junio,18.0,18,1476491,11.47,1.219106652190904
jalisco,14120,2013,zapopan,junio,33.0,30,1476491,11.47,2.2350288623499908
jalisco,14120,2014,zapopan,junio,21.0,42,1476491,11.47,1.4222910942227212
jalisco,14120,2015,zapopan,junio,32.0,54,1476491,11.47,2.1673007150060517
jalisco,14120,2016,zapopan,junio,30.0,66,1476491,11.47,2.031844420318173
jalisco,14120,2017,zapopan,junio,25.0,78,1476491,11.47,1.6932036835984776
jalisco,14120,2018,zapopan,junio,29.0,90,1476491,11.47,1.964116272974234
jalisco,14120,2019,zapopan,junio,34.0,102,1476491,11.47,2.30275700969393
mexico,15001,2011,acambay,junio,0.0,6,67872,8.3,0.0
mexico,15001,2012,acambay,junio,1.0,18,67872,8.3,1.4733616218764733
mexico,15001,2013,acambay,junio,0.0,30,67872,8.3,0.0
mexico,15001,2014,acambay,junio,0.0,42,67872,8.3,0.0
mexico,15001,2015,acambay,junio,0.0,54,67872,8.3,0.0
mexico,15001,2016,acambay,junio,0.0,66,67872,8.3,0.0
mexico,15001,2017,acambay,junio,0.0,78,67872,8.3,0.0
mexico,15001,2018,acambay,junio,1.0,90,67872,8.3,1.4733616218764733
mexico,15001,2019,acambay,junio,0.0,102,67872,8.3,0.0
mexico,15002,2011,acolman,junio,1.0,6,171507,9.82,0.5830665803728128
mexico,15002,2012,acolman,junio,0.0,18,171507,9.82,0.0
mexico,15002,2013,acolman,junio,1.0,30,171507,9.82,0.5830665803728128
