entidad,inegi,año,municipio,month,homicides,xmonth
morelos,17030,2019,yecapixtla,junio,1.0,102
morelos,17031,2015,zacatepec,junio,4.0,54
morelos,17031,2016,zacatepec,junio,0.0,66
morelos,17031,2017,zacatepec,junio,0.0,78
morelos,17031,2018,zacatepec,junio,1.0,90
morelos,17031,2019,zacatepec,junio,2.0,102
morelos,17032,2015,zacualpan,junio,0.0,54
morelos,17032,2016,zacualpan,junio,0.0,66
morelos,17032,2017,zacualpan,junio,0.0,78
morelos,17032,2018,zacualpan,junio,0.0,90
morelos,17032,2019,zacualpan,junio,0.0,102
morelos,17033,2015,temoac,junio,0.0,54
morelos,17033,2016,temoac,junio,0.0,66
morelos,17033,2017,temoac,junio,2.0,78
morelos,17033,2018,temoac,junio,2.0,90
morelos,17033,2019,temoac,junio,0.0,102
nayarit,18001,2015,acaponeta,junio,0.0,54
nayarit,18001,2016,acaponeta,junio,0.0,66
nayarit,18001,2017,acaponeta,junio,0.0,78
nayarit,18001,2018,acaponeta,junio,1.0,90
nayarit,18001,2019,acaponeta,junio,1.0,102
nayarit,18002,2015,ahuacatlan,junio,0.0,54
nayarit,18002,2016,ahuacatlan,junio,0.0,66
nayarit,18002,2017,ahuacatlan,junio,0.0,78
nayarit,18002,2018,ahuacatlan,junio,0.0,90
nayarit,18002,2019,ahuacatlan,junio,0.0,102
nayarit,18003,2015,amatlan de canas,junio,0.0,54
nayarit,18003,2016,amatlan de canas,junio,0.0,66
nayarit,18003,2017,amatlan de canas,junio,0.0,78
nayarit,18003,2018,amatlan de canas,junio,0.0,90
nayarit,18003,2019,amatlan de canas,junio,0.0,102
nayarit,18004,2015,compostela,junio,0.0,54
nayarit,18004,2016,compostela,junio,0.0,66
nayarit,18004,2017,compostela,junio,0.0,78
nayarit,18004,2018,compostela,junio,1.0,90
nayarit,18004,2019,compostela,junio,0.0,102
nayarit,18005,2015,huajicori,junio,0.0,54
nayarit,18005,2016,huajicori,junio,0.0,66
nayarit,18005,2017,huajicori,junio,0.0,78
nayarit,18005,2018,huajicori,junio,1.0,90
nayarit,18005,2019,huajicori,junio,2.0,102
nayarit,18006,2015,ixtlan del rio,junio,1.0,54
nayarit,18006,2016,ixtlan del rio,junio,0.0,66
nayarit,18006,2017,ixtlan del rio,junio,0.0,78
nayarit,18006,2018,ixtlan del rio,junio,1.0,90
nayarit,18006,2019,ixtlan del rio,junio,0.0,102
nayarit,18007,2015,jala,junio,0.0,54
nayarit,18007,2016,jala,junio,0.0,66
nayarit,18007,2017,jala,junio,0.0,78
nayarit,18007,2018,jala,junio,0.0,90
nayarit,18007,2019,jala,junio,0.0,102
nayarit,18008,2015,xalisco,junio,0.0,54
nayarit,18008,2016,xalisco,junio,0.0,66
nayarit,18008,2017,xalisco,junio,0.0,78
nayarit,18008,2018,xalisco,junio,5.0,90
nayarit,18008,2019,xalisco,junio,3.0,102
nayarit,18009,2015,del nayar,junio,1.0,54
nayarit,18009,2016,del nayar,junio,0.0,66
nayarit,18009,2017,del nayar,junio,0.0,78
nayarit,18009,2018,del nayar,junio,8.0,90
nayarit,18009,2019,del nayar,junio,2.0,102
nayarit,18010,2015,rosamorada,junio,0.0,54
nayarit,18010,2016,rosamorada,junio,0.0,66
nayarit,18010,2017,rosamorada,junio,1.0,78
nayarit,18010,2018,rosamorada,junio,2.0,90
nayarit,18010,2019,rosamorada,junio,0.0,102
nayarit,18011,2015,ruiz,junio,0.0,54
nayarit,18011,2016,ruiz,junio,0.0,66
nayarit,18011,2017,ruiz,junio,0.0,78
nayarit,18011,2018,ruiz,junio,0.0,90
nayarit,18011,2019,ruiz,junio,1.0,102
nayarit,18012,2015,san blas,junio,0.0,54
nayarit,18012,2016,san blas,junio,0.0,66
nayarit,18012,2017,san blas,junio,0.0,78
nayarit,18012,2018,san blas,junio,0.0,90
nayarit,18012,2019,san blas,junio,1.0,102
nayarit,18013,2015,san pedro lagunillas,junio,0.0,54
nayarit,18013,2016,san pedro lagunillas,junio,0.0,66
nayarit,18013,2017,san pedro lagunillas,junio,0.0,78
nayarit,18013,2018,san pedro lagunillas,junio,0.0,90
nayarit,18013,2019,san pedro lagunillas,junio,0.0,102
nayarit,18014,2015,santa maria del oro,junio,0.0,54
nayarit,18014,2016,santa maria del oro,junio,0.0,66
nayarit,18014,2017,santa maria del oro,junio,0.0,78
nayarit,18014,2018,santa maria del oro,junio,0.0,90
nayarit,18014,2019,santa maria del oro,junio,0.0,102
nayarit,18015,2015,santiago ixcuintla,junio,1.0,54
nayarit,18015,2016,santiago ixcuintla,junio,0.0,66
nayarit,18015,2017,santiago ixcuintla,junio,0.0,78
nayarit,18015,2018,santiago ixcuintla,junio,1.0,90
nayarit,18015,2019,santiago ixcuintla,junio,0.0,102
nayarit,18016,2015,tecuala,junio,1.0,54
nayarit,18016,2016,tecuala,junio,0.0,66
nayarit,18016,2017,tecuala,junio,1.0,78
nayarit,18016,2018,tecuala,junio,0.0,90
nayarit,18016,2019,tecuala,junio,1.0,102
nayarit,18017,2015,tepic,junio,4.0,54
nayarit,18017,2016,tepic,junio,2.0,66
nayarit,18017,2017,tepic,junio,11.0,78
nayarit,18017,2018,tepic,junio,11.0,90
nayarit,18017,2019,tepic,junio,4.0,102
nayarit,18018,2015,tuxpan,junio,0.0,54
nayarit,18018,2016,tuxpan,junio,0.0,66
nayarit,18018,2017,tuxpan,junio,0.0,78
nayarit,18018,2018,tuxpan,junio,1.0,90
nayarit,18018,2019,tuxpan,junio,1.0,102
nayarit,18019,2015,la yesca,junio,0.0,54
nayarit,18019,2016,la yesca,junio,0.0,66
nayarit,18019,2017,la yesca,junio,0.0,78
nayarit,18019,2018,la yesca,junio,0.0,90
nayarit,18019,2019,la yesca,junio,1.0,102
nayarit,18020,2015,bahia de banderas,junio,3.0,54
nayarit,18020,2016,bahia de banderas,junio,0.0,66
nayarit,18020,2017,bahia de banderas,junio,0.0,78
nayarit,18020,2018,bahia de banderas,junio,1.0,90
nayarit,18020,2019,bahia de banderas,junio,2.0,102
jalisco,14023,2011,zapotlan el grande,julio,1.0,7
jalisco,14023,2012,zapotlan el grande,julio,1.0,19
jalisco,14023,2013,zapotlan el grande,julio,1.0,31
jalisco,14023,2014,zapotlan el grande,julio,0.0,43
jalisco,14039,2011,guadalajara,julio,12.0,7
jalisco,14039,2012,guadalajara,julio,14.0,19
jalisco,14039,2013,guadalajara,julio,11.0,31
jalisco,14039,2014,guadalajara,julio,14.0,43
jalisco,14053,2011,lagos de moreno,julio,4.0,7
jalisco,14053,2012,lagos de moreno,julio,1.0,19
jalisco,14053,2013,lagos de moreno,julio,3.0,31
jalisco,14053,2014,lagos de moreno,julio,1.0,43
jalisco,14063,2011,ocotlan,julio,2.0,7
jalisco,14063,2012,ocotlan,julio,2.0,19
jalisco,14063,2013,ocotlan,julio,0.0,31
jalisco,14063,2014,ocotlan,julio,1.0,43
jalisco,14067,2011,puerto vallarta,julio,3.0,7
jalisco,14067,2012,puerto vallarta,julio,2.0,19
jalisco,14067,2013,puerto vallarta,julio,2.0,31
jalisco,14067,2014,puerto vallarta,julio,0.0,43
jalisco,14070,2011,el salto,julio,4.0,7
jalisco,14070,2012,el salto,julio,3.0,19
jalisco,14070,2013,el salto,julio,2.0,31
jalisco,14070,2014,el salto,julio,2.0,43
jalisco,14093,2011,tepatitlan de morelos,julio,0.0,7
jalisco,14093,2012,tepatitlan de morelos,julio,0.0,19
jalisco,14093,2013,tepatitlan de morelos,julio,0.0,31
jalisco,14093,2014,tepatitlan de morelos,julio,0.0,43
jalisco,14097,2011,tlajomulco de zuniga,julio,8.0,7
jalisco,14097,2012,tlajomulco de zuniga,julio,3.0,19
jalisco,14097,2013,tlajomulco de zuniga,julio,3.0,31
jalisco,14097,2014,tlajomulco de zuniga,julio,5.0,43
jalisco,14098,2011,tlaquepaque,julio,10.0,7
jalisco,14098,2012,tlaquepaque,julio,5.0,19
jalisco,14098,2013,tlaquepaque,julio,16.0,31
jalisco,14098,2014,tlaquepaque,julio,7.0,43
jalisco,14101,2011,tonala,julio,5.0,7
jalisco,14101,2012,tonala,julio,6.0,19
jalisco,14101,2013,tonala,julio,5.0,31
jalisco,14101,2014,tonala,julio,5.0,43
jalisco,14120,2011,zapopan,julio,26.0,7
jalisco,14120,2012,zapopan,julio,21.0,19
jalisco,14120,2013,zapopan,julio,15.0,31
jalisco,14120,2014,zapopan,julio,14.0,43
mexico,15001,2011,acambay,julio,0.0,7
mexico,15001,2012,acambay,julio,1.0,19
mexico,15001,2013,acambay,julio,1.0,31
mexico,15001,2014,acambay,julio,0.0,43
mexico,15002,2011,acolman,julio,1.0,7
mexico,15002,2012,acolman,julio,1.0,19
mexico,15002,2013,acolman,julio,3.0,31
mexico,15002,2014,acolman,julio,0.0,43
mexico,15003,2011,aculco,julio,0.0,7
mexico,15003,2012,aculco,julio,0.0,19
mexico,15003,2013,aculco,julio,0.0,31
mexico,15003,2014,aculco,julio,1.0,43
mexico,15004,2011,almoloya de alquisiras,julio,0.0,7
mexico,15004,2012,almoloya de alquisiras,julio,0.0,19
mexico,15004,2013,almoloya de alquisiras,julio,0.0,31
mexico,15004,2014,almoloya de alquisiras,julio,0.0,43
mexico,15005,2011,almoloya de juarez,julio,1.0,7
mexico,15005,2012,almoloya de juarez,julio,3.0,19
mexico,15005,2013,almoloya de juarez,julio,1.0,31
mexico,15005,2014,almoloya de juarez,julio,0.0,43
mexico,15006,2011,almoloya del rio,julio,0.0,7
mexico,15006,2012,almoloya del rio,julio,0.0,19
mexico,15006,2013,almoloya del rio,julio,0.0,31
mexico,15006,2014,almoloya del rio,julio,0.0,43
mexico,15007,2011,amanalco,julio,0.0,7
mexico,15007,2012,amanalco,julio,1.0,19
mexico,15007,2013,amanalco,julio,0.0,31
mexico,15007,2014,amanalco,julio,0.0,43
mexico,15008,2011,amatepec,julio,0.0,7
mexico,15008,2012,amatepec,julio,0.0,19
mexico,15008,2013,amatepec,julio,0.0,31
mexico,15008,2014,amatepec,julio,1.0,43
mexico,15009,2011,amecameca,julio,0.0,7
mexico,15009,2012,amecameca,julio,1.0,19
mexico,15009,2013,amecameca,julio,1.0,31
mexico,15009,2014,amecameca,julio,0.0,43
mexico,15010,2011,apaxco,julio,0.0,7
mexico,15010,2012,apaxco,julio,1.0,19
mexico,15010,2013,apaxco,julio,0.0,31
mexico,15010,2014,apaxco,julio,0.0,43
mexico,15011,2011,atenco,julio,1.0,7
mexico,15011,2012,atenco,julio,2.0,19
mexico,15011,2013,atenco,julio,0.0,31
mexico,15011,2014,atenco,julio,2.0,43
mexico,15012,2011,atizapan,julio,0.0,7
mexico,15012,2012,atizapan,julio,0.0,19
mexico,15012,2013,atizapan,julio,0.0,31
mexico,15012,2014,atizapan,julio,0.0,43
mexico,15013,2011,atizapan de zaragoza,julio,4.0,7
mexico,15013,2012,atizapan de zaragoza,julio,2.0,19
mexico,15013,2013,atizapan de zaragoza,julio,3.0,31
mexico,15013,2014,atizapan de zaragoza,julio,4.0,43
mexico,15014,2011,atlacomulco,julio,0.0,7
mexico,15014,2012,atlacomulco,julio,0.0,19
mexico,15014,2013,atlacomulco,julio,0.0,31
mexico,15014,2014,atlacomulco,julio,0.0,43
mexico,15015,2011,atlautla,julio,0.0,7
mexico,15015,2012,atlautla,julio,0.0,19
mexico,15015,2013,atlautla,julio,0.0,31
mexico,15015,2014,atlautla,julio,0.0,43
mexico,15016,2011,axapusco,julio,0.0,7
mexico,15016,2012,axapusco,julio,0.0,19
mexico,15016,2013,axapusco,julio,0.0,31
mexico,15016,2014,axapusco,julio,0.0,43
mexico,15017,2011,ayapango,julio,0.0,7
mexico,15017,2012,ayapango,julio,0.0,19
mexico,15017,2013,ayapango,julio,1.0,31
mexico,15017,2014,ayapango,julio,0.0,43
mexico,15018,2011,calimaya,julio,1.0,7
mexico,15018,2012,calimaya,julio,1.0,19
mexico,15018,2013,calimaya,julio,0.0,31
mexico,15018,2014,calimaya,julio,0.0,43
mexico,15019,2011,capulhuac,julio,0.0,7
mexico,15019,2012,capulhuac,julio,0.0,19
mexico,15019,2013,capulhuac,julio,0.0,31
mexico,15019,2014,capulhuac,julio,0.0,43
mexico,15020,2011,coacalco de berriozabal,julio,2.0,7
mexico,15020,2012,coacalco de berriozabal,julio,2.0,19
mexico,15020,2013,coacalco de berriozabal,julio,3.0,31
mexico,15020,2014,coacalco de berriozabal,julio,3.0,43
mexico,15021,2011,coatepec harinas,julio,0.0,7
mexico,15021,2012,coatepec harinas,julio,1.0,19
mexico,15021,2013,coatepec harinas,julio,0.0,31
mexico,15021,2014,coatepec harinas,julio,0.0,43
mexico,15022,2011,cocotitlan,julio,0.0,7
mexico,15022,2012,cocotitlan,julio,1.0,19
mexico,15022,2013,cocotitlan,julio,0.0,31
mexico,15022,2014,cocotitlan,julio,0.0,43
mexico,15023,2011,coyotepec,julio,0.0,7
mexico,15023,2012,coyotepec,julio,0.0,19
mexico,15023,2013,coyotepec,julio,2.0,31
mexico,15023,2014,coyotepec,julio,1.0,43
mexico,15024,2011,cuautitlan,julio,1.0,7
mexico,15024,2012,cuautitlan,julio,2.0,19
mexico,15024,2013,cuautitlan,julio,1.0,31
mexico,15024,2014,cuautitlan,julio,2.0,43
mexico,15025,2011,chalco,julio,6.0,7
mexico,15025,2012,chalco,julio,3.0,19
mexico,15025,2013,chalco,julio,6.0,31
mexico,15025,2014,chalco,julio,2.0,43
mexico,15026,2011,chapa de mota,julio,0.0,7
mexico,15026,2012,chapa de mota,julio,0.0,19
mexico,15026,2013,chapa de mota,julio,0.0,31
mexico,15026,2014,chapa de mota,julio,0.0,43
mexico,15027,2011,chapultepec,julio,0.0,7
mexico,15027,2012,chapultepec,julio,0.0,19
mexico,15027,2013,chapultepec,julio,0.0,31
mexico,15027,2014,chapultepec,julio,1.0,43
mexico,15028,2011,chiautla,julio,0.0,7
mexico,15028,2012,chiautla,julio,0.0,19
mexico,15028,2013,chiautla,julio,0.0,31
mexico,15028,2014,chiautla,julio,1.0,43
mexico,15029,2011,chicoloapan,julio,1.0,7
mexico,15029,2012,chicoloapan,julio,1.0,19
mexico,15029,2013,chicoloapan,julio,2.0,31
mexico,15029,2014,chicoloapan,julio,0.0,43
mexico,15030,2011,chiconcuac,julio,0.0,7
mexico,15030,2012,chiconcuac,julio,0.0,19
mexico,15030,2013,chiconcuac,julio,0.0,31
mexico,15030,2014,chiconcuac,julio,2.0,43
mexico,15031,2011,chimalhuacan,julio,6.0,7
mexico,15031,2012,chimalhuacan,julio,5.0,19
mexico,15031,2013,chimalhuacan,julio,7.0,31
mexico,15031,2014,chimalhuacan,julio,4.0,43
mexico,15032,2011,donato guerra,julio,0.0,7
mexico,15032,2012,donato guerra,julio,0.0,19
mexico,15032,2013,donato guerra,julio,0.0,31
mexico,15032,2014,donato guerra,julio,1.0,43
mexico,15033,2011,ecatepec de morelos,julio,30.0,7
mexico,15033,2012,ecatepec de morelos,julio,27.0,19
mexico,15033,2013,ecatepec de morelos,julio,22.0,31
mexico,15033,2014,ecatepec de morelos,julio,30.0,43
mexico,15034,2011,ecatzingo,julio,0.0,7
mexico,15034,2012,ecatzingo,julio,0.0,19
mexico,15034,2013,ecatzingo,julio,0.0,31
mexico,15034,2014,ecatzingo,julio,0.0,43
mexico,15035,2011,huehuetoca,julio,0.0,7
mexico,15035,2012,huehuetoca,julio,0.0,19
mexico,15035,2013,huehuetoca,julio,0.0,31
mexico,15035,2014,huehuetoca,julio,4.0,43
mexico,15036,2011,hueypoxtla,julio,0.0,7
mexico,15036,2012,hueypoxtla,julio,0.0,19
mexico,15036,2013,hueypoxtla,julio,0.0,31
mexico,15036,2014,hueypoxtla,julio,0.0,43
mexico,15037,2011,huixquilucan,julio,1.0,7
mexico,15037,2012,huixquilucan,julio,5.0,19
mexico,15037,2013,huixquilucan,julio,4.0,31
mexico,15037,2014,huixquilucan,julio,1.0,43
mexico,15038,2011,isidro fabela,julio,0.0,7
mexico,15038,2012,isidro fabela,julio,0.0,19
mexico,15038,2013,isidro fabela,julio,0.0,31
mexico,15038,2014,isidro fabela,julio,0.0,43
mexico,15039,2011,ixtapaluca,julio,2.0,7
mexico,15039,2012,ixtapaluca,julio,3.0,19
mexico,15039,2013,ixtapaluca,julio,5.0,31
mexico,15039,2014,ixtapaluca,julio,5.0,43
mexico,15040,2011,ixtapan de la sal,julio,0.0,7
mexico,15040,2012,ixtapan de la sal,julio,0.0,19
mexico,15040,2013,ixtapan de la sal,julio,0.0,31
mexico,15040,2014,ixtapan de la sal,julio,1.0,43
mexico,15041,2011,ixtapan del oro,julio,0.0,7
mexico,15041,2012,ixtapan del oro,julio,0.0,19
mexico,15041,2013,ixtapan del oro,julio,0.0,31
mexico,15041,2014,ixtapan del oro,julio,0.0,43
mexico,15042,2011,ixtlahuaca,julio,0.0,7
mexico,15042,2012,ixtlahuaca,julio,0.0,19
mexico,15042,2013,ixtlahuaca,julio,0.0,31
mexico,15042,2014,ixtlahuaca,julio,1.0,43
mexico,15043,2011,xalatlaco,julio,0.0,7
mexico,15043,2012,xalatlaco,julio,0.0,19
mexico,15043,2013,xalatlaco,julio,0.0,31
mexico,15043,2014,xalatlaco,julio,0.0,43
mexico,15044,2011,jaltenco,julio,0.0,7
mexico,15044,2012,jaltenco,julio,0.0,19
mexico,15044,2013,jaltenco,julio,0.0,31
mexico,15044,2014,jaltenco,julio,0.0,43
mexico,15045,2011,jilotepec,julio,0.0,7
mexico,15045,2012,jilotepec,julio,1.0,19
mexico,15045,2013,jilotepec,julio,1.0,31
mexico,15045,2014,jilotepec,julio,0.0,43
mexico,15046,2011,jilotzingo,julio,1.0,7
mexico,15046,2012,jilotzingo,julio,1.0,19
mexico,15046,2013,jilotzingo,julio,0.0,31
mexico,15046,2014,jilotzingo,julio,1.0,43
mexico,15047,2011,jiquipilco,julio,0.0,7
mexico,15047,2012,jiquipilco,julio,0.0,19
mexico,15047,2013,jiquipilco,julio,0.0,31
mexico,15047,2014,jiquipilco,julio,0.0,43
mexico,15048,2011,jocotitlan,julio,0.0,7
mexico,15048,2012,jocotitlan,julio,0.0,19
mexico,15048,2013,jocotitlan,julio,0.0,31
mexico,15048,2014,jocotitlan,julio,0.0,43
mexico,15049,2011,joquicingo,julio,0.0,7
mexico,15049,2012,joquicingo,julio,0.0,19
mexico,15049,2013,joquicingo,julio,0.0,31
mexico,15049,2014,joquicingo,julio,0.0,43
mexico,15050,2011,juchitepec,julio,2.0,7
mexico,15050,2012,juchitepec,julio,0.0,19
mexico,15050,2013,juchitepec,julio,0.0,31
mexico,15050,2014,juchitepec,julio,0.0,43
mexico,15051,2011,lerma,julio,0.0,7
mexico,15051,2012,lerma,julio,0.0,19
mexico,15051,2013,lerma,julio,3.0,31
mexico,15051,2014,lerma,julio,1.0,43
mexico,15052,2011,malinalco,julio,0.0,7
mexico,15052,2012,malinalco,julio,0.0,19
mexico,15052,2013,malinalco,julio,0.0,31
mexico,15052,2014,malinalco,julio,1.0,43
mexico,15053,2011,melchor ocampo,julio,0.0,7
mexico,15053,2012,melchor ocampo,julio,0.0,19
mexico,15053,2013,melchor ocampo,julio,0.0,31
mexico,15053,2014,melchor ocampo,julio,1.0,43
mexico,15054,2011,metepec,julio,0.0,7
mexico,15054,2012,metepec,julio,1.0,19
mexico,15054,2013,metepec,julio,1.0,31
mexico,15054,2014,metepec,julio,0.0,43
mexico,15055,2011,mexicaltzingo,julio,0.0,7
mexico,15055,2012,mexicaltzingo,julio,0.0,19
mexico,15055,2013,mexicaltzingo,julio,0.0,31
mexico,15055,2014,mexicaltzingo,julio,0.0,43
mexico,15056,2011,morelos,julio,0.0,7
mexico,15056,2012,morelos,julio,0.0,19
mexico,15056,2013,morelos,julio,0.0,31
mexico,15056,2014,morelos,julio,1.0,43
mexico,15057,2011,naucalpan de juarez,julio,9.0,7
mexico,15057,2012,naucalpan de juarez,julio,16.0,19
mexico,15057,2013,naucalpan de juarez,julio,14.0,31
mexico,15057,2014,naucalpan de juarez,julio,10.0,43
mexico,15058,2011,nezahualcoyotl,julio,11.0,7
mexico,15058,2012,nezahualcoyotl,julio,16.0,19
mexico,15058,2013,nezahualcoyotl,julio,22.0,31
mexico,15058,2014,nezahualcoyotl,julio,14.0,43
mexico,15059,2011,nextlalpan,julio,1.0,7
mexico,15059,2012,nextlalpan,julio,0.0,19
mexico,15059,2013,nextlalpan,julio,1.0,31
mexico,15059,2014,nextlalpan,julio,1.0,43
mexico,15060,2011,nicolas romero,julio,1.0,7
mexico,15060,2012,nicolas romero,julio,3.0,19
mexico,15060,2013,nicolas romero,julio,3.0,31
mexico,15060,2014,nicolas romero,julio,4.0,43
mexico,15061,2011,nopaltepec,julio,0.0,7
mexico,15061,2012,nopaltepec,julio,0.0,19
mexico,15061,2013,nopaltepec,julio,0.0,31
mexico,15061,2014,nopaltepec,julio,0.0,43
mexico,15062,2011,ocoyoacac,julio,0.0,7
mexico,15062,2012,ocoyoacac,julio,1.0,19
mexico,15062,2013,ocoyoacac,julio,2.0,31
mexico,15062,2014,ocoyoacac,julio,0.0,43
mexico,15063,2011,ocuilan,julio,0.0,7
mexico,15063,2012,ocuilan,julio,3.0,19
mexico,15063,2013,ocuilan,julio,1.0,31
mexico,15063,2014,ocuilan,julio,0.0,43
mexico,15064,2011,el oro,julio,0.0,7
mexico,15064,2012,el oro,julio,0.0,19
mexico,15064,2013,el oro,julio,0.0,31
mexico,15064,2014,el oro,julio,0.0,43
mexico,15065,2011,otumba,julio,0.0,7
mexico,15065,2012,otumba,julio,0.0,19
mexico,15065,2013,otumba,julio,2.0,31
mexico,15065,2014,otumba,julio,0.0,43
mexico,15066,2011,otzoloapan,julio,0.0,7
mexico,15066,2012,otzoloapan,julio,0.0,19
mexico,15066,2013,otzoloapan,julio,0.0,31
mexico,15066,2014,otzoloapan,julio,0.0,43
mexico,15067,2011,otzolotepec,julio,3.0,7
mexico,15067,2012,otzolotepec,julio,1.0,19
mexico,15067,2013,otzolotepec,julio,1.0,31
mexico,15067,2014,otzolotepec,julio,1.0,43
mexico,15068,2011,ozumba,julio,0.0,7
mexico,15068,2012,ozumba,julio,1.0,19
mexico,15068,2013,ozumba,julio,0.0,31
mexico,15068,2014,ozumba,julio,2.0,43
mexico,15069,2011,papalotla,julio,0.0,7
mexico,15069,2012,papalotla,julio,0.0,19
mexico,15069,2013,papalotla,julio,0.0,31
mexico,15069,2014,papalotla,julio,0.0,43
mexico,15070,2011,la paz,julio,2.0,7
mexico,15070,2012,la paz,julio,4.0,19
mexico,15070,2013,la paz,julio,2.0,31
mexico,15070,2014,la paz,julio,4.0,43
mexico,15071,2011,polotitlan,julio,0.0,7
mexico,15071,2012,polotitlan,julio,0.0,19
mexico,15071,2013,polotitlan,julio,0.0,31
mexico,15071,2014,polotitlan,julio,0.0,43
mexico,15072,2011,rayon,julio,0.0,7
mexico,15072,2012,rayon,julio,0.0,19
mexico,15072,2013,rayon,julio,0.0,31
mexico,15072,2014,rayon,julio,0.0,43
mexico,15073,2011,san antonio la isla,julio,0.0,7
mexico,15073,2012,san antonio la isla,julio,0.0,19
mexico,15073,2013,san antonio la isla,julio,0.0,31
mexico,15073,2014,san antonio la isla,julio,0.0,43
mexico,15074,2011,san felipe del progreso,julio,0.0,7
mexico,15074,2012,san felipe del progreso,julio,1.0,19
mexico,15074,2013,san felipe del progreso,julio,0.0,31
mexico,15074,2014,san felipe del progreso,julio,0.0,43
mexico,15075,2011,san martin de las piramides,julio,0.0,7
mexico,15075,2012,san martin de las piramides,julio,0.0,19
mexico,15075,2013,san martin de las piramides,julio,0.0,31
mexico,15075,2014,san martin de las piramides,julio,0.0,43
mexico,15076,2011,san mateo atenco,julio,0.0,7
mexico,15076,2012,san mateo atenco,julio,0.0,19
mexico,15076,2013,san mateo atenco,julio,0.0,31
mexico,15076,2014,san mateo atenco,julio,0.0,43
mexico,15077,2011,san simon de guerrero,julio,0.0,7
mexico,15077,2012,san simon de guerrero,julio,1.0,19
mexico,15077,2013,san simon de guerrero,julio,0.0,31
mexico,15077,2014,san simon de guerrero,julio,0.0,43
mexico,15078,2011,santo tomas,julio,0.0,7
mexico,15078,2012,santo tomas,julio,0.0,19
mexico,15078,2013,santo tomas,julio,0.0,31
mexico,15078,2014,santo tomas,julio,0.0,43
mexico,15079,2011,soyaniquilpan de juarez,julio,1.0,7
mexico,15079,2012,soyaniquilpan de juarez,julio,0.0,19
mexico,15079,2013,soyaniquilpan de juarez,julio,1.0,31
mexico,15079,2014,soyaniquilpan de juarez,julio,1.0,43
mexico,15080,2011,sultepec,julio,0.0,7
mexico,15080,2012,sultepec,julio,0.0,19
mexico,15080,2013,sultepec,julio,0.0,31
mexico,15080,2014,sultepec,julio,0.0,43
mexico,15081,2011,tecamac,julio,2.0,7
mexico,15081,2012,tecamac,julio,4.0,19
mexico,15081,2013,tecamac,julio,3.0,31
mexico,15081,2014,tecamac,julio,4.0,43
mexico,15082,2011,tejupilco,julio,0.0,7
mexico,15082,2012,tejupilco,julio,3.0,19
mexico,15082,2013,tejupilco,julio,0.0,31
mexico,15082,2014,tejupilco,julio,3.0,43
mexico,15083,2011,temamatla,julio,0.0,7
mexico,15083,2012,temamatla,julio,0.0,19
mexico,15083,2013,temamatla,julio,1.0,31
mexico,15083,2014,temamatla,julio,0.0,43
mexico,15084,2011,temascalapa,julio,0.0,7
mexico,15084,2012,temascalapa,julio,2.0,19
mexico,15084,2013,temascalapa,julio,1.0,31
mexico,15084,2014,temascalapa,julio,1.0,43
mexico,15085,2011,temascalcingo,julio,0.0,7
mexico,15085,2012,temascalcingo,julio,0.0,19
mexico,15085,2013,temascalcingo,julio,0.0,31
mexico,15085,2014,temascalcingo,julio,0.0,43
mexico,15086,2011,temascaltepec,julio,0.0,7
mexico,15086,2012,temascaltepec,julio,0.0,19
mexico,15086,2013,temascaltepec,julio,0.0,31
mexico,15086,2014,temascaltepec,julio,0.0,43
mexico,15087,2011,temoaya,julio,1.0,7
mexico,15087,2012,temoaya,julio,0.0,19
mexico,15087,2013,temoaya,julio,2.0,31
mexico,15087,2014,temoaya,julio,2.0,43
mexico,15088,2011,tenancingo,julio,0.0,7
mexico,15088,2012,tenancingo,julio,2.0,19
mexico,15088,2013,tenancingo,julio,0.0,31
mexico,15088,2014,tenancingo,julio,0.0,43
mexico,15089,2011,tenango del aire,julio,0.0,7
mexico,15089,2012,tenango del aire,julio,0.0,19
mexico,15089,2013,tenango del aire,julio,0.0,31
mexico,15089,2014,tenango del aire,julio,0.0,43
mexico,15090,2011,tenango del valle,julio,0.0,7
mexico,15090,2012,tenango del valle,julio,0.0,19
mexico,15090,2013,tenango del valle,julio,0.0,31
mexico,15090,2014,tenango del valle,julio,0.0,43
mexico,15091,2011,teoloyucan,julio,1.0,7
mexico,15091,2012,teoloyucan,julio,2.0,19
mexico,15091,2013,teoloyucan,julio,2.0,31
mexico,15091,2014,teoloyucan,julio,2.0,43
mexico,15092,2011,teotihuacan,julio,0.0,7
mexico,15092,2012,teotihuacan,julio,1.0,19
mexico,15092,2013,teotihuacan,julio,1.0,31
mexico,15092,2014,teotihuacan,julio,1.0,43
mexico,15093,2011,tepetlaoxtoc,julio,0.0,7
mexico,15093,2012,tepetlaoxtoc,julio,1.0,19
mexico,15093,2013,tepetlaoxtoc,julio,0.0,31
mexico,15093,2014,tepetlaoxtoc,julio,0.0,43
mexico,15094,2011,tepetlixpa,julio,0.0,7
mexico,15094,2012,tepetlixpa,julio,0.0,19
mexico,15094,2013,tepetlixpa,julio,0.0,31
mexico,15094,2014,tepetlixpa,julio,0.0,43
mexico,15095,2011,tepotzotlan,julio,0.0,7
mexico,15095,2012,tepotzotlan,julio,0.0,19
mexico,15095,2013,tepotzotlan,julio,1.0,31
